"ts_run","run_id","story_id","topstories_rank","beststories_rank","newstories_rank","status","score","descendants"
"2021-06-02 21:30:01",83286,27370026,1,1,305,"hot",1306,547
"2021-06-02 21:35:01",83287,27370026,1,1,306,"hot",1317,551
"2021-06-02 21:40:01",83288,27370026,1,1,308,"hot",1325,554
"2021-06-02 21:45:02",83289,27370026,1,1,312,"hot",1339,555
"2021-06-02 21:50:01",83290,27370026,1,1,315,"hot",1347,560
"2021-06-02 21:55:01",83291,27370026,1,1,319,"hot",1352,565
"2021-06-02 22:00:01",83292,27370026,1,1,323,"hot",1361,574
"2021-06-02 22:05:01",83293,27370026,1,1,325,"hot",1373,579
"2021-06-02 22:10:01",83294,27370026,1,1,328,"hot",1381,581
"2021-06-02 22:15:01",83295,27370026,1,1,331,"hot",1390,582
"2021-06-02 22:20:01",83296,27370026,1,1,331,"hot",1399,587
"2021-06-02 22:25:01",83297,27370026,1,1,334,"hot",1405,589
"2021-06-02 22:30:01",83298,27370026,1,1,337,"hot",1406,592
"2021-06-02 22:35:01",83299,27370026,1,1,343,"hot",1415,599
"2021-06-02 22:40:01",83300,27370026,1,1,344,"hot",1426,602
"2021-06-02 22:45:01",83301,27370026,2,1,345,"hot",1429,603
"2021-06-02 22:50:01",83302,27370026,2,1,346,"hot",1440,606
"2021-06-02 22:55:01",83303,27370026,2,1,346,"hot",1445,609
"2021-06-02 23:00:01",83304,27370026,2,1,347,"hot",1450,610
"2021-06-02 23:05:01",83305,27370026,2,1,354,"hot",1454,610
"2021-06-02 23:10:01",83306,27370026,2,1,355,"hot",1460,613
"2021-06-02 23:15:01",83307,27370026,2,1,357,"hot",1461,616
"2021-06-02 23:20:01",83308,27370026,2,1,359,"hot",1465,619
"2021-06-02 23:25:01",83309,27370026,2,1,362,"hot",1471,622
"2021-06-02 23:30:01",83310,27370026,2,1,364,"hot",1476,622
"2021-06-02 23:35:01",83311,27370026,2,1,368,"hot",1478,623
"2021-06-02 23:40:01",83312,27370026,2,1,370,"hot",1483,626
"2021-06-02 23:45:01",83313,27370026,2,1,371,"hot",1488,628
"2021-06-02 23:50:01",83314,27370026,2,1,370,"hot",1493,632
"2021-06-02 23:55:01",83315,27370026,2,1,370,"hot",1495,633
"2021-06-03 00:00:01",83316,27370026,1,1,371,"hot",1498,633
"2021-06-03 00:05:01",83317,27370026,1,1,375,"hot",1499,633
"2021-06-03 00:10:01",83318,27370026,1,1,377,"hot",1504,634
"2021-06-03 00:15:01",83319,27370026,1,1,378,"hot",1506,639
"2021-06-03 00:20:01",83320,27370026,1,1,382,"hot",1512,639
"2021-06-03 00:25:01",83321,27370026,1,1,384,"hot",1514,640
"2021-06-03 00:30:01",83322,27370026,1,1,386,"hot",1523,643
"2021-06-03 00:35:01",83323,27370026,1,1,387,"hot",1526,643
"2021-06-03 00:40:01",83324,27370026,1,1,386,"hot",1531,646
"2021-06-03 00:45:01",83325,27370026,1,1,387,"hot",1538,646
"2021-06-03 00:50:01",83326,27370026,1,1,391,"hot",1541,649
"2021-06-03 00:55:01",83327,27370026,1,1,391,"hot",1550,651
"2021-06-03 01:00:01",83328,27370026,1,1,392,"hot",1559,653
"2021-06-03 01:05:01",83329,27370026,1,1,394,"hot",1565,654
"2021-06-03 01:10:01",83330,27370026,1,1,395,"hot",1569,655
"2021-06-03 01:15:01",83331,27370026,1,1,395,"hot",1577,655
"2021-06-03 01:20:01",83332,27370026,1,1,397,"hot",1580,655
"2021-06-03 01:25:01",83333,27370026,1,1,399,"hot",1581,656
"2021-06-03 01:30:01",83334,27370026,1,1,399,"hot",1585,658
"2021-06-03 01:35:01",83335,27370026,1,1,402,"hot",1591,659
"2021-06-03 01:40:01",83336,27370026,1,1,403,"hot",1593,660
"2021-06-03 01:45:01",83337,27370026,1,1,405,"hot",1595,662
"2021-06-03 01:50:01",83338,27370026,1,1,407,"hot",1601,666
"2021-06-03 01:55:01",83339,27370026,1,1,410,"hot",1606,667
"2021-06-03 02:00:01",83340,27370026,1,1,412,"hot",1609,668
"2021-06-03 02:05:01",83341,27370026,1,1,416,"hot",1615,668
"2021-06-03 02:10:01",83342,27370026,1,1,417,"hot",1624,670
"2021-06-03 02:15:01",83343,27370026,1,1,419,"hot",1629,671
"2021-06-03 02:20:01",83344,27370026,1,1,421,"hot",1633,674
"2021-06-03 02:25:01",83345,27370026,1,1,423,"hot",1640,674
"2021-06-03 02:30:02",83346,27370026,1,1,425,"hot",1646,676
"2021-06-03 02:35:01",83347,27370026,1,1,425,"hot",1651,678
"2021-06-03 02:40:01",83348,27370026,1,1,427,"hot",1652,678
"2021-06-03 02:45:01",83349,27370026,1,1,432,"hot",1654,678
"2021-06-03 02:50:01",83350,27370026,1,1,433,"hot",1661,678
"2021-06-03 02:55:01",83351,27370026,1,1,433,"hot",1665,681
"2021-06-03 03:00:01",83352,27370026,1,1,436,"hot",1671,681
"2021-06-03 03:05:01",83353,27370026,1,1,436,"hot",1677,682
"2021-06-03 03:10:01",83354,27370026,1,1,436,"hot",1682,682
"2021-06-03 03:15:01",83355,27370026,1,1,440,"hot",1685,682
"2021-06-03 03:20:01",83356,27370026,1,1,441,"hot",1689,682
"2021-06-03 03:25:01",83357,27370026,1,1,444,"hot",1693,682
"2021-06-03 03:30:01",83358,27370026,1,1,445,"hot",1699,683
"2021-06-03 03:35:01",83359,27370026,1,1,447,"hot",1703,685
"2021-06-03 03:40:01",83360,27370026,1,1,449,"hot",1711,685
"2021-06-03 03:45:01",83361,27370026,1,1,449,"hot",1716,685
"2021-06-03 03:50:01",83362,27370026,1,1,450,"hot",1717,685
"2021-06-03 03:55:01",83363,27370026,1,1,453,"hot",1723,685
"2021-06-03 04:00:01",83364,27370026,1,1,454,"hot",1726,685
"2021-06-03 04:05:01",83365,27370026,1,1,454,"hot",1729,686
"2021-06-03 04:10:01",83366,27370026,1,1,454,"hot",1737,688
"2021-06-03 04:15:01",83367,27370026,1,1,452,"hot",1740,689
"2021-06-03 04:20:01",83368,27370026,1,1,452,"hot",1743,694
"2021-06-03 04:25:01",83369,27370026,1,1,454,"hot",1748,694
"2021-06-03 04:30:01",83370,27370026,1,1,456,"hot",1752,697
"2021-06-03 04:35:01",83371,27370026,1,1,458,"hot",1755,698
"2021-06-03 04:40:01",83372,27370026,1,1,458,"hot",1763,700
"2021-06-03 04:45:01",83373,27370026,1,1,462,"hot",1766,702
"2021-06-03 04:50:01",83374,27370026,1,1,463,"hot",1772,703
"2021-06-03 04:55:01",83375,27370026,1,1,466,"hot",1779,704
"2021-06-03 05:00:01",83376,27370026,1,1,466,"hot",1783,706
"2021-06-03 05:05:01",83377,27370026,1,1,472,"hot",1783,706
"2021-06-03 05:10:01",83378,27370026,1,1,474,"hot",1789,707
"2021-06-03 05:15:01",83379,27370026,1,1,476,"hot",1793,709
"2021-06-03 05:20:01",83380,27370026,1,1,478,"hot",1798,711
"2021-06-03 05:25:02",83381,27370026,1,1,480,"hot",1801,711
"2021-06-03 05:30:01",83382,27370026,1,1,481,"hot",1807,711
"2021-06-03 05:35:01",83383,27370026,1,1,484,"hot",1812,712
"2021-06-03 05:40:01",83384,27370026,1,1,483,"hot",1816,713
"2021-06-03 05:45:01",83385,27370026,1,1,484,"hot",1827,713
"2021-06-03 05:50:01",83386,27370026,1,1,485,"hot",1831,715
"2021-06-03 05:55:01",83387,27370026,1,1,487,"hot",1836,715
"2021-06-03 06:00:01",83388,27370026,1,1,490,"hot",1838,717
"2021-06-03 06:05:01",83389,27370026,1,1,493,"hot",1842,718
"2021-06-03 06:10:01",83390,27370026,1,1,495,"hot",1848,719
"2021-06-03 06:15:01",83391,27370026,1,1,497,"hot",1851,719
"2021-06-03 06:20:01",83392,27370026,1,1,497,"hot",1853,722
"2021-06-03 06:25:01",83393,27370026,1,1,,"hot",1859,722
"2021-06-03 06:30:01",83394,27370026,1,1,,"hot",1860,722
"2021-06-03 06:35:01",83395,27370026,1,1,,"hot",1862,722
"2021-06-03 06:40:01",83396,27370026,1,1,,"hot",1866,722
"2021-06-03 06:45:01",83397,27370026,1,1,,"hot",1869,723
"2021-06-03 06:50:01",83398,27370026,4,1,,"hot",1876,725
"2021-06-03 06:55:01",83399,27370026,4,1,,"hot",1882,726
"2021-06-03 07:00:01",83400,27370026,4,1,,"hot",1885,728
"2021-06-03 07:05:01",83401,27370026,4,1,,"hot",1888,729
"2021-06-03 07:10:01",83402,27370026,4,1,,"hot",1889,729
"2021-06-03 07:15:01",83403,27370026,4,1,,"hot",1893,730
"2021-06-03 07:20:01",83404,27370026,5,1,,"hot",1898,732
"2021-06-03 07:25:02",83405,27370026,5,1,,"hot",1899,732
"2021-06-03 07:30:01",83406,27370026,5,1,,"hot",1901,732
"2021-06-03 07:35:01",83407,27370026,5,1,,"hot",1903,733
"2021-06-03 07:40:01",83408,27370026,5,1,,"hot",1905,733
"2021-06-03 07:45:01",83409,27370026,5,1,,"hot",1905,735
"2021-06-03 07:50:01",83410,27370026,5,1,,"hot",1909,736
"2021-06-03 07:55:01",83411,27370026,3,1,,"hot",1912,736
"2021-06-03 08:00:01",83412,27370026,3,1,,"hot",1919,737
"2021-06-03 08:05:02",83413,27370026,3,1,,"hot",1923,737
"2021-06-03 08:10:01",83414,27370026,3,1,,"hot",1925,737
"2021-06-03 08:15:01",83415,27370026,3,1,,"hot",1933,738
"2021-06-03 08:20:01",83416,27370026,3,1,,"hot",1938,740
"2021-06-03 08:25:01",83417,27370026,3,1,,"hot",1939,741
"2021-06-03 08:30:01",83418,27370026,3,1,,"hot",1939,742
"2021-06-03 08:35:01",83419,27370026,3,1,,"hot",1941,743
"2021-06-03 08:40:02",83420,27370026,3,1,,"hot",1941,744
"2021-06-03 08:45:01",83421,27370026,3,1,,"hot",1946,744
"2021-06-03 08:50:01",83422,27370026,3,1,,"hot",1949,743
"2021-06-03 08:55:01",83423,27370026,3,1,,"hot",1954,746
"2021-06-03 09:00:01",83424,27370026,3,1,,"hot",1955,746
"2021-06-03 09:05:01",83425,27370026,3,1,,"hot",1957,747
"2021-06-03 09:10:01",83426,27370026,3,1,,"hot",1960,749
"2021-06-03 09:15:01",83427,27370026,3,1,,"hot",1961,749
"2021-06-03 09:20:01",83428,27370026,4,1,,"hot",1963,749
"2021-06-03 09:25:01",83429,27370026,4,1,,"hot",1964,749
"2021-06-03 09:30:02",83430,27370026,4,1,,"hot",1966,749
"2021-06-03 09:35:01",83431,27370026,4,1,,"hot",1969,749
"2021-06-03 09:40:01",83432,27370026,3,1,,"hot",1971,751
"2021-06-03 09:45:01",83433,27370026,3,1,,"hot",1973,751
"2021-06-03 09:50:01",83434,27370026,3,1,,"hot",1975,753
"2021-06-03 09:55:01",83435,27370026,3,1,,"hot",1977,753
"2021-06-03 10:00:01",83436,27370026,3,1,,"hot",1978,754
"2021-06-03 10:05:01",83437,27370026,4,1,,"hot",1981,755
"2021-06-03 10:10:01",83438,27370026,4,1,,"hot",1981,755
"2021-06-03 10:15:01",83439,27370026,3,1,,"hot",1984,755
"2021-06-03 10:20:01",83440,27370026,5,1,,"hot",1988,755
"2021-06-03 10:25:01",83441,27370026,4,1,,"hot",1989,755
"2021-06-03 10:30:02",83442,27370026,4,1,,"hot",1993,755
"2021-06-03 10:35:01",83443,27370026,4,1,,"hot",1993,756
"2021-06-03 10:40:02",83444,27370026,3,1,,"hot",1997,756
"2021-06-03 10:45:01",83445,27370026,4,1,,"hot",1998,758
"2021-06-03 10:50:01",83446,27370026,5,1,,"hot",1999,761
"2021-06-03 10:55:01",83447,27370026,5,1,,"hot",2002,761
"2021-06-03 11:00:01",83448,27370026,5,1,,"hot",2006,761
"2021-06-03 11:05:01",83449,27370026,5,1,,"hot",2008,761
"2021-06-03 11:10:01",83450,27370026,5,1,,"hot",2011,761
"2021-06-03 11:15:01",83451,27370026,6,1,,"hot",2011,763
"2021-06-03 11:20:01",83452,27370026,7,1,,"hot",2012,764
"2021-06-03 11:25:01",83453,27370026,7,1,,"hot",2012,765
"2021-06-03 11:30:01",83454,27370026,8,1,,"hot",2013,765
"2021-06-03 11:35:01",83455,27370026,8,1,,"hot",2015,765
"2021-06-03 11:40:01",83456,27370026,7,1,,"hot",2016,765
"2021-06-03 11:45:01",83457,27370026,6,1,,"hot",2019,766
"2021-06-03 11:50:01",83458,27370026,6,1,,"hot",2022,767
"2021-06-03 11:55:01",83459,27370026,6,1,,"hot",2023,767
"2021-06-03 12:00:01",83460,27370026,8,1,,"hot",2024,768
"2021-06-03 12:05:01",83461,27370026,9,1,,"hot",2024,768
"2021-06-03 12:10:01",83462,27370026,9,1,,"hot",2025,768
"2021-06-03 12:15:01",83463,27370026,8,1,,"hot",2026,769
"2021-06-03 12:20:01",83464,27370026,8,1,,"hot",2029,769
"2021-06-03 12:25:01",83465,27370026,8,1,,"hot",2030,769
"2021-06-03 12:30:01",83466,27370026,8,1,,"hot",2031,769
"2021-06-03 12:35:01",83467,27370026,8,1,,"hot",2032,769
"2021-06-03 12:40:01",83468,27370026,9,1,,"hot",2037,771
"2021-06-03 12:45:01",83469,27370026,8,1,,"hot",2038,771
"2021-06-03 12:50:01",83470,27370026,9,1,,"hot",2041,771
"2021-06-03 12:55:01",83471,27370026,10,1,,"hot",2043,771
"2021-06-03 13:00:01",83472,27370026,10,1,,"hot",2045,771
"2021-06-03 13:05:01",83473,27370026,10,1,,"hot",2048,771
"2021-06-03 13:10:01",83474,27370026,9,1,,"hot",2049,771
"2021-06-03 13:15:01",83475,27370026,9,1,,"hot",2052,772
"2021-06-03 13:20:01",83476,27370026,10,1,,"hot",2054,772
"2021-06-03 13:25:01",83477,27370026,10,1,,"hot",2054,774
"2021-06-03 13:30:01",83478,27370026,8,1,,"hot",2055,774
"2021-06-03 13:35:01",83479,27370026,8,1,,"hot",2056,774
"2021-06-03 13:40:01",83480,27370026,8,1,,"hot",2060,775
"2021-06-03 13:45:01",83481,27370026,8,1,,"hot",2060,775
"2021-06-03 13:50:01",83482,27370026,8,1,,"hot",2061,778
"2021-06-03 13:55:02",83483,27370026,9,1,,"hot",2063,778
"2021-06-03 14:00:01",83484,27370026,9,1,,"hot",2064,781
"2021-06-03 14:05:01",83485,27370026,9,1,,"hot",2066,781
"2021-06-03 14:10:01",83486,27370026,9,1,,"hot",2067,782
"2021-06-03 14:15:01",83487,27370026,9,1,,"hot",2070,782
"2021-06-03 14:20:01",83488,27370026,7,1,,"hot",2073,782
"2021-06-03 14:25:01",83489,27370026,8,1,,"hot",2076,782
"2021-06-03 14:30:01",83490,27370026,8,1,,"hot",2076,782
"2021-06-03 14:35:01",83491,27370026,7,1,,"hot",2079,783
"2021-06-03 14:40:01",83492,27370026,7,1,,"hot",2081,785
"2021-06-03 14:45:02",83493,27370026,7,1,,"hot",2084,785
"2021-06-03 14:50:01",83494,27370026,7,1,,"hot",2086,785
"2021-06-03 14:55:01",83495,27370026,8,1,,"hot",2089,785
"2021-06-03 15:00:01",83496,27370026,8,1,,"hot",2096,785
"2021-06-03 15:05:01",83497,27370026,8,1,,"hot",2100,786
"2021-06-03 15:10:01",83498,27370026,8,1,,"hot",2101,786
"2021-06-03 15:15:01",83499,27370026,8,1,,"hot",2103,786
"2021-06-03 15:20:01",83500,27370026,8,1,,"hot",2106,787
"2021-06-03 15:25:01",83501,27370026,8,1,,"hot",2108,787
"2021-06-03 15:30:01",83502,27370026,8,1,,"hot",2111,787
"2021-06-03 15:35:01",83503,27370026,8,1,,"hot",2114,788
"2021-06-03 15:40:01",83504,27370026,8,1,,"hot",2117,789
"2021-06-03 15:45:01",83505,27370026,8,1,,"hot",2117,790
"2021-06-03 15:50:01",83506,27370026,9,1,,"hot",2124,792
"2021-06-03 15:55:01",83507,27370026,10,1,,"hot",2128,793
"2021-06-03 16:00:01",83508,27370026,9,1,,"hot",2134,795
"2021-06-03 16:05:01",83509,27370026,9,1,,"hot",2138,796
"2021-06-03 16:10:01",83510,27370026,12,1,,"hot",2140,797
"2021-06-03 16:15:01",83511,27370026,13,1,,"hot",2141,797
"2021-06-03 16:20:01",83512,27370026,13,1,,"hot",2144,797
"2021-06-03 16:25:01",83513,27370026,13,1,,"hot",2144,797
"2021-06-03 16:30:01",83514,27370026,13,1,,"hot",2148,798
"2021-06-03 16:35:01",83515,27370026,13,1,,"hot",2150,798
"2021-06-03 16:40:01",83516,27370026,12,1,,"hot",2153,798
"2021-06-03 16:45:02",83517,27370026,12,1,,"hot",2155,798
"2021-06-03 16:50:01",83518,27370026,14,1,,"hot",2155,799
"2021-06-03 16:55:01",83519,27370026,15,1,,"hot",2156,799
"2021-06-03 17:00:01",83520,27370026,16,1,,"hot",2159,799
"2021-06-03 17:05:01",83521,27370026,17,1,,"hot",2159,799
"2021-06-03 17:10:01",83522,27370026,16,1,,"hot",2161,801
"2021-06-03 17:15:01",83523,27370026,16,1,,"hot",2163,801
"2021-06-03 17:20:01",83524,27370026,19,1,,"hot",2163,801
"2021-06-03 17:25:01",83525,27370026,19,1,,"hot",2167,802
"2021-06-03 17:30:01",83526,27370026,18,1,,"hot",2169,803
"2021-06-03 17:35:01",83527,27370026,21,1,,"hot",2171,803
"2021-06-03 17:40:01",83528,27370026,20,1,,"hot",2172,803
"2021-06-03 17:45:01",83529,27370026,21,1,,"hot",2172,803
"2021-06-03 17:50:01",83530,27370026,23,1,,"hot",2174,804
"2021-06-03 17:55:01",83531,27370026,24,1,,"hot",2174,804
"2021-06-03 18:00:01",83532,27370026,24,1,,"hot",2176,804
"2021-06-03 18:05:01",83533,27370026,25,1,,"hot",2178,804
"2021-06-03 18:10:01",83534,27370026,25,1,,"hot",2178,804
"2021-06-03 18:15:01",83535,27370026,27,1,,"hot",2178,804
"2021-06-03 18:20:01",83536,27370026,25,1,,"hot",2179,804
"2021-06-03 18:25:01",83537,27370026,25,1,,"hot",2180,804
"2021-06-03 18:30:01",83538,27370026,25,1,,"hot",2181,805
"2021-06-03 18:35:01",83539,27370026,24,1,,"hot",2181,805
"2021-06-03 18:40:01",83540,27370026,24,1,,"hot",2182,805
"2021-06-03 18:45:01",83541,27370026,26,1,,"hot",2183,805
"2021-06-03 18:50:01",83542,27370026,27,1,,"hot",2183,806
"2021-06-03 18:55:01",83543,27370026,28,1,,"hot",2187,807
"2021-06-03 19:00:01",83544,27370026,29,1,,"hot",2190,809
"2021-06-03 19:05:01",83545,27370026,28,1,,"hot",2190,809
"2021-06-03 19:10:01",83546,27370026,28,1,,"hot",2191,809
"2021-06-03 19:15:01",83547,27370026,29,1,,"hot",2191,809
"2021-06-03 19:20:01",83548,27370026,29,1,,"hot",2192,809
"2021-06-03 19:25:01",83549,27370026,28,1,,"hot",2194,809
"2021-06-03 19:30:01",83550,27370026,28,1,,"hot",2194,810
"2021-06-03 19:35:01",83551,27370026,28,1,,"hot",2194,810
"2021-06-03 19:40:01",83552,27370026,30,1,,"hot",2194,810
"2021-06-03 19:45:01",83553,27370026,29,1,,"hot",2195,810
"2021-06-03 19:50:01",83554,27370026,30,1,,"hot",2195,810
"2021-06-03 19:55:01",83555,27370026,30,1,,"hot",2197,810
"2021-06-03 20:00:01",83556,27370026,30,1,,"hot",2198,810
"2021-06-03 20:05:01",83557,27370026,31,1,,"hot",2199,810
"2021-06-03 20:10:01",83558,27370026,31,1,,"hot",2199,810
"2021-06-03 20:15:01",83559,27370026,31,1,,"hot",2201,811
"2021-06-03 20:20:01",83560,27370026,29,1,,"hot",2201,811
"2021-06-03 20:25:01",83561,27370026,29,1,,"hot",2202,811
"2021-06-03 20:30:01",83562,27370026,29,1,,"hot",2203,811
"2021-06-03 20:35:01",83563,27370026,28,1,,"hot",2203,811
"2021-06-03 20:40:01",83564,27370026,28,1,,"hot",2204,811
"2021-06-03 20:45:01",83565,27370026,28,1,,"hot",2204,811
"2021-06-03 20:50:01",83566,27370026,28,1,,"hot",2207,811
"2021-06-03 20:55:01",83567,27370026,31,1,,"hot",2208,811
"2021-06-03 21:00:01",83568,27370026,31,1,,"hot",2208,811
"2021-06-03 21:05:01",83569,27370026,30,1,,"hot",2209,811
"2021-06-03 21:10:01",83570,27370026,30,1,,"hot",2209,811
"2021-06-03 21:15:01",83571,27370026,28,1,,"hot",2210,811
"2021-06-03 21:20:01",83572,27370026,28,1,,"hot",2210,811
"2021-06-03 21:25:01",83573,27370026,28,1,,"hot",2212,811
"2021-06-03 21:30:01",83574,27370026,28,1,,"hot",2213,811
"2021-06-03 21:35:01",83575,27370026,29,1,,"hot",2214,811
"2021-06-03 21:40:01",83576,27370026,31,1,,"hot",2215,811
"2021-06-03 21:45:01",83577,27370026,32,1,,"hot",2215,812
"2021-06-03 21:50:01",83578,27370026,32,1,,"hot",2216,812
"2021-06-03 21:55:01",83579,27370026,31,1,,"hot",2216,812
"2021-06-03 22:00:01",83580,27370026,31,1,,"hot",2216,812
"2021-06-03 22:05:01",83581,27370026,31,1,,"hot",2216,812
"2021-06-03 22:10:01",83582,27370026,31,1,,"hot",2216,812
"2021-06-03 22:15:01",83583,27370026,32,1,,"hot",2216,812
"2021-06-03 22:20:01",83584,27370026,32,1,,"hot",2217,812
"2021-06-03 22:25:01",83585,27370026,32,1,,"hot",2218,812
"2021-06-03 22:30:01",83586,27370026,32,1,,"hot",2218,812
"2021-06-03 22:35:01",83587,27370026,31,1,,"hot",2218,812
"2021-06-03 22:40:01",83588,27370026,31,1,,"hot",2220,812
"2021-06-03 22:45:01",83589,27370026,31,1,,"hot",2220,812
"2021-06-03 22:50:01",83590,27370026,31,1,,"hot",2221,812
"2021-06-03 22:55:01",83591,27370026,32,1,,"hot",2222,812
"2021-06-03 23:00:01",83592,27370026,31,1,,"hot",2222,812
"2021-06-03 23:05:01",83593,27370026,32,1,,"hot",2222,812
"2021-06-03 23:10:01",83594,27370026,32,1,,"hot",2222,814
"2021-06-03 23:15:02",83595,27370026,32,1,,"hot",2224,815
"2021-06-03 23:20:01",83596,27370026,33,1,,"hot",2224,815
"2021-06-03 23:25:01",83597,27370026,33,1,,"hot",2224,815
"2021-06-03 23:30:01",83598,27370026,33,1,,"hot",2224,815
"2021-06-03 23:35:01",83599,27370026,32,1,,"hot",2224,815
"2021-06-03 23:40:01",83600,27370026,34,1,,"hot",2224,815
"2021-06-03 23:45:01",83601,27370026,35,1,,"hot",2224,815
"2021-06-03 23:50:01",83602,27370026,35,1,,"hot",2224,815
"2021-06-03 23:55:01",83603,27370026,35,1,,"hot",2224,815
"2021-06-04 00:00:01",83604,27370026,34,1,,"hot",2224,815
"2021-06-04 00:05:01",83605,27370026,36,1,,"hot",2224,815
"2021-06-04 00:10:01",83606,27370026,35,1,,"hot",2225,816
"2021-06-04 00:15:02",83607,27370026,36,1,,"hot",2225,816
"2021-06-04 00:20:01",83608,27370026,36,1,,"hot",2226,816
"2021-06-04 00:25:01",83609,27370026,37,1,,"hot",2226,816
"2021-06-04 00:30:01",83610,27370026,38,1,,"hot",2226,816
